Employee_ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned,Dept Code,Level
205,HR,Female,38,Technician,03:05.6,6,High School,1,3850,32,39,2,2,50,14,40,1,1.25,FALSE,D05,Level 4
206,Marketing,Male,50,Engineer,03:05.6,1,Bachelor,2,7200,44,10,21,0,0,5,88,2,4.9,TRUE,D07,Level 1
207,Customer Support,Male,41,Manager,03:05.6,3,Master,4,8400,55,28,1,14,50,5,66,2,1.02,FALSE,D03,Level 4
208,Sales,Female,40,Developer,03:05.6,7,High School,1,5500,30,20,7,10,0,6,64,1,4.61,TRUE,D08,Level 1
209,Engineering,Male,43,Developer,03:05.6,8,High School,3,6500,55,49,24,8,50,15,75,2,2.96,FALSE,D04,Level 1
210,Legal,Male,42,Consultant,03:05.6,9,Bachelor,2,6600,58,39,13,3,0,14,23,0,4.32,FALSE,#N/A,Level 1
211,Finance,Female,26,Specialist,03:05.6,3,High School,4,6300,41,47,26,2,50,7,98,0,2.86,TRUE,D02,Level 4
212,Marketing,Male,36,Manager,03:05.6,4,PhD,2,7200,44,27,9,10,100,13,52,2,2.76,FALSE,D07,Level 4
213,Operations,Male,28,Developer,03:05.6,1,Bachelor,4,7000,32,16,10,9,75,6,21,0,4.27,FALSE,D09,Level 1
214,Legal,Female,32,Specialist,03:05.6,4,Master,5,6750,49,5,11,6,75,17,99,1,2.42,FALSE,#N/A,Level 4
215,Operations,Female,25,Developer,03:05.6,4,High School,3,6500,34,25,1,5,0,1,69,0,1.75,FALSE,D09,Level 1
216,Sales,Female,30,Manager,03:05.6,6,Bachelor,3,7800,40,0,22,7,100,16,74,2,4.21,TRUE,D08,Level 4
217,Operations,Female,42,Engineer,03:05.6,4,Master,2,7200,54,12,17,8,75,7,5,0,4.58,FALSE,D09,Level 1
218,Legal,Female,22,Analyst,03:05.6,6,High School,4,5600,42,7,11,5,25,2,7,0,4.77,FALSE,#N/A,Level 1
219,Engineering,Male,23,Engineer,03:05.6,4,Bachelor,5,9000,55,12,5,11,0,1,95,1,4.14,FALSE,D04,Level 1
220,Customer Support,Male,52,Engineer,03:05.6,8,Bachelor,4,8400,35,0,27,6,50,7,82,1,4.97,FALSE,D03,Level 1
221,Operations,Male,25,Consultant,03:05.6,4,High School,2,6600,34,41,7,11,25,12,9,1,3.23,FALSE,D09,Level 1
222,Customer Support,Male,50,Developer,03:05.6,8,Bachelor,5,7500,32,7,2,9,100,10,14,1,4.74,FALSE,D03,Level 1
223,Legal,Male,32,Analyst,03:05.6,3,Bachelor,1,4400,45,35,25,12,100,12,52,0,4.98,FALSE,#N/A,Level 1
224,Engineering,Female,55,Engineer,03:05.6,2,Bachelor,4,8400,36,22,23,2,50,1,43,1,2.76,FALSE,D04,Level 1
225,Sales,Female,53,Specialist,03:05.6,3,Master,1,4950,30,21,20,4,75,2,29,1,1.49,FALSE,D08,Level 4
226,Sales,Female,44,Manager,03:05.6,9,PhD,5,9000,53,0,11,7,25,13,65,2,4.9,FALSE,D08,Level 4
227,HR,Female,25,Engineer,03:05.6,9,Bachelor,5,9000,45,47,18,7,25,15,69,0,1.66,FALSE,D05,Level 1
228,Operations,Female,57,Developer,03:05.6,5,Bachelor,2,6000,40,37,8,5,75,12,53,2,2.83,FALSE,D09,Level 1
229,IT,Male,42,Consultant,03:05.6,3,Bachelor,4,7700,47,29,3,9,75,14,7,2,3.62,FALSE,D01,Level 1
230,Legal,Female,39,Engineer,03:05.6,2,Bachelor,5,9000,41,8,27,3,75,9,70,2,1.39,FALSE,#N/A,Level 1
231,Operations,Male,25,Manager,03:05.6,9,High School,3,7800,58,9,6,9,0,5,56,1,3.1,FALSE,D09,Level 4
232,Customer Support,Female,27,Analyst,03:05.6,2,High School,3,5200,56,34,28,3,25,2,80,1,2.06,FALSE,D03,Level 1
233,Sales,Female,32,Technician,03:05.6,9,High School,2,4200,46,28,20,2,75,2,29,1,1.45,FALSE,D08,Level 4
234,Finance,Female,57,Analyst,03:05.6,2,Master,4,5600,58,38,10,6,25,14,58,0,4.13,FALSE,D02,Level 1
235,Marketing,Male,32,Analyst,03:05.6,8,Master,4,5600,36,12,9,11,75,12,91,2,2.65,FALSE,D07,Level 1
236,HR,Female,39,Technician,03:05.6,1,Master,5,5250,57,3,28,5,0,17,29,2,4.33,FALSE,D05,Level 4
237,Marketing,Other,44,Technician,03:05.6,7,Bachelor,1,3850,53,30,3,11,25,15,33,2,3.51,FALSE,D07,Level 4
238,Sales,Male,28,Engineer,03:05.6,2,High School,4,8400,38,9,23,7,75,12,37,0,1.96,FALSE,D08,Level 1
239,Operations,Female,42,Consultant,03:05.6,8,High School,4,7700,53,17,18,1,50,16,55,1,4.65,FALSE,D09,Level 1
240,Finance,Female,27,Manager,03:05.6,1,High School,4,8400,56,27,19,4,75,8,90,2,1.53,FALSE,D02,Level 4
241,HR,Male,60,Developer,03:05.6,1,High School,3,6500,54,12,9,11,0,11,32,0,2.18,TRUE,D05,Level 1
242,Engineering,Male,42,Manager,03:05.6,1,Master,1,6600,41,10,24,4,50,2,8,2,4.72,FALSE,D04,Level 4
243,Finance,Male,33,Developer,03:05.6,6,High School,2,6000,39,38,28,9,25,1,33,2,3.42,FALSE,D02,Level 1
244,IT,Female,47,Analyst,03:05.6,2,Bachelor,2,4800,38,44,4,3,50,11,31,2,1.04,FALSE,D01,Level 1
245,HR,Female,45,Manager,03:05.6,4,Bachelor,5,9000,48,9,7,1,100,3,65,1,4.79,FALSE,D05,Level 4
246,IT,Female,32,Specialist,03:05.6,2,Bachelor,4,6300,55,46,26,11,0,9,87,2,4.82,FALSE,D01,Level 4
247,Marketing,Female,24,Technician,03:05.6,7,Bachelor,4,4900,30,33,20,3,25,15,18,0,1.46,FALSE,D07,Level 4
248,HR,Female,43,Analyst,03:05.6,3,Bachelor,2,4800,57,36,5,4,100,19,37,1,4.81,FALSE,D05,Level 1
249,Legal,Male,32,Consultant,03:05.6,2,High School,3,7150,35,43,15,10,25,5,75,0,1.49,FALSE,#N/A,Level 1
250,Customer Support,Male,35,Technician,03:05.6,1,High School,3,4550,51,28,4,9,50,3,84,1,2.03,FALSE,D03,Level 4
251,Engineering,Male,56,Technician,03:05.6,9,Bachelor,2,4200,38,27,14,6,100,6,20,2,2.7,FALSE,D04,Level 4
252,IT,Male,35,Consultant,03:05.6,6,Bachelor,1,6050,59,44,23,4,0,17,25,0,3.76,FALSE,D01,Level 1
253,Operations,Male,34,Specialist,03:05.6,3,Bachelor,3,5850,50,13,27,10,0,9,57,2,4.87,FALSE,D09,Level 4
254,Legal,Female,30,Consultant,03:05.6,9,Master,4,7700,43,31,26,13,50,3,37,1,3.4,FALSE,#N/A,Level 1
255,Marketing,Other,46,Developer,03:05.6,6,High School,1,5500,47,12,24,9,25,17,3,1,1.05,FALSE,D07,Level 1
256,Operations,Male,34,Consultant,03:05.6,9,High School,4,7700,52,13,8,9,100,13,81,2,3.17,FALSE,D09,Level 1
257,Engineering,Female,45,Specialist,03:05.6,5,Bachelor,2,5400,31,19,16,12,25,8,12,2,1.61,FALSE,D04,Level 4
258,HR,Female,31,Specialist,03:05.6,5,Bachelor,3,5850,59,19,22,6,75,3,78,0,3.3,FALSE,D05,Level 4
259,Sales,Male,26,Technician,03:05.6,8,Bachelor,5,5250,46,39,25,2,100,16,57,1,3.98,FALSE,D08,Level 4
260,Marketing,Male,40,Manager,03:05.6,4,High School,2,7200,60,25,6,13,75,11,94,1,4.41,FALSE,D07,Level 4
261,Marketing,Male,46,Developer,03:05.6,6,Master,2,6000,60,3,8,13,0,17,93,2,4.27,FALSE,D07,Level 1
262,Operations,Female,32,Technician,03:05.6,4,Bachelor,1,3850,40,25,10,10,50,16,89,1,1.43,FALSE,D09,Level 4
263,HR,Female,26,Developer,03:05.6,6,Master,2,6000,59,39,7,1,0,10,9,0,4.97,FALSE,D05,Level 1
264,IT,Male,52,Manager,03:05.6,4,Master,4,8400,39,30,29,7,0,17,18,1,2.68,FALSE,D01,Level 4
265,Marketing,Other,26,Engineer,03:05.6,3,PhD,4,8400,35,46,2,11,100,3,81,0,3.98,FALSE,D07,Level 1
266,IT,Female,34,Technician,03:05.6,6,PhD,5,5250,40,24,17,6,0,5,4,0,4.18,FALSE,D01,Level 4
267,Finance,Male,31,Developer,03:05.6,8,Bachelor,1,5500,38,29,24,10,25,15,76,0,3.39,FALSE,D02,Level 1
268,IT,Female,54,Manager,03:05.6,7,Bachelor,2,7200,59,6,11,1,100,17,32,2,4.08,FALSE,D01,Level 4
269,Operations,Male,39,Technician,03:05.6,0,High School,2,4200,50,23,29,9,75,9,69,2,4.5,TRUE,D09,Level 4
270,IT,Female,52,Manager,03:05.6,7,Bachelor,3,7800,39,4,20,2,0,9,57,0,1.54,FALSE,D01,Level 4
271,Sales,Male,39,Specialist,03:05.6,3,Bachelor,3,5850,39,40,22,6,0,8,19,0,1.52,FALSE,D08,Level 4
272,Operations,Male,31,Consultant,03:05.6,8,Master,1,6050,57,25,19,5,0,14,25,0,3.33,FALSE,D09,Level 1
273,Marketing,Female,44,Manager,03:05.6,9,Bachelor,5,9000,35,18,28,3,75,8,5,2,2.63,FALSE,D07,Level 4
274,Operations,Other,25,Engineer,03:05.6,8,Bachelor,1,6600,58,30,23,10,50,1,33,1,4.21,FALSE,D09,Level 1
275,IT,Male,26,Technician,03:05.6,1,Bachelor,4,4900,33,21,8,7,75,8,12,0,2.64,FALSE,D01,Level 4
276,Marketing,Male,56,Consultant,03:05.6,1,Bachelor,4,7700,59,19,25,5,25,14,53,2,4.9,FALSE,D07,Level 1
277,Engineering,Male,27,Engineer,03:05.6,1,PhD,4,8400,42,2,15,2,100,8,74,2,1.53,FALSE,D04,Level 1
278,Legal,Female,59,Consultant,03:05.6,4,Bachelor,3,7150,55,19,20,11,50,15,66,0,1.84,FALSE,#N/A,Level 1
279,Operations,Male,34,Developer,03:05.6,5,Bachelor,3,6500,44,0,19,0,25,7,48,1,1.9,FALSE,D09,Level 1
280,Customer Support,Male,54,Consultant,03:05.6,8,Bachelor,2,6600,56,6,13,7,75,1,49,2,3.92,FALSE,D03,Level 1
281,Sales,Female,57,Analyst,03:05.6,5,Bachelor,1,4400,51,15,15,13,25,19,36,0,2.5,FALSE,D08,Level 1
282,Engineering,Female,43,Consultant,03:05.6,9,Bachelor,5,8250,33,20,5,2,75,14,42,0,3.06,TRUE,D04,Level 1
283,Customer Support,Male,36,Engineer,03:05.6,1,Bachelor,3,7800,55,10,23,0,100,7,45,2,4.79,FALSE,D03,Level 1
284,IT,Female,41,Technician,03:05.6,6,High School,4,4900,53,45,24,1,50,19,75,2,3.91,FALSE,D01,Level 4
285,Marketing,Female,38,Manager,03:05.6,3,High School,3,7800,40,49,29,2,25,14,66,2,4.85,FALSE,D07,Level 4
286,HR,Female,40,Manager,03:05.6,0,Bachelor,1,6600,59,24,1,14,50,8,2,1,1.65,TRUE,D05,Level 4
287,HR,Female,22,Consultant,03:05.6,1,High School,4,7700,58,19,25,9,100,15,58,2,3.36,FALSE,D05,Level 1
288,Finance,Male,34,Analyst,03:05.6,9,Bachelor,5,6000,50,37,21,6,0,14,66,0,4.91,FALSE,D02,Level 1
289,Operations,Female,58,Manager,03:05.6,8,Master,5,9000,32,30,27,8,25,5,94,2,1.96,FALSE,D09,Level 4
290,Legal,Male,42,Analyst,03:05.6,4,High School,4,5600,43,24,23,7,0,1,5,0,2.29,TRUE,#N/A,Level 1
291,Engineering,Male,40,Consultant,03:05.6,8,High School,4,7700,51,44,23,5,25,19,88,2,3.49,FALSE,D04,Level 1
292,Sales,Male,56,Analyst,03:05.6,3,Bachelor,3,5200,31,25,29,1,100,3,46,1,2.26,FALSE,D08,Level 1
293,Sales,Male,51,Developer,03:05.6,6,High School,3,6500,47,39,27,12,0,3,33,0,4.16,FALSE,D08,Level 1
294,Operations,Female,22,Consultant,03:05.6,8,PhD,4,7700,55,14,9,3,25,2,2,2,2.74,FALSE,D09,Level 1
295,Sales,Male,48,Specialist,03:05.6,3,Bachelor,4,6300,36,0,25,1,50,19,39,0,1.39,FALSE,D08,Level 4
296,HR,Female,40,Consultant,03:05.6,2,High School,3,7150,56,10,29,13,50,15,21,2,3.99,FALSE,D05,Level 1
297,Operations,Female,36,Consultant,03:05.6,4,Master,4,7700,34,39,8,4,0,11,35,1,3.34,TRUE,D09,Level 1
298,Customer Support,Female,30,Analyst,03:05.6,1,PhD,1,4400,34,36,1,0,75,9,76,0,4.39,FALSE,D03,Level 1
299,Engineering,Other,22,Engineer,03:05.6,7,Bachelor,2,7200,51,40,6,14,50,16,92,1,5,FALSE,D04,Level 1
300,Finance,Female,53,Technician,03:05.6,1,Bachelor,2,4200,45,6,23,12,100,9,23,1,2.5,FALSE,D02,Level 4
301,Marketing,Male,34,Developer,03:05.6,2,Master,2,6000,33,49,7,11,25,6,68,0,4.69,FALSE,D07,Level 1
302,Customer Support,Female,23,Developer,03:05.6,6,Master,5,7500,55,36,17,9,75,10,62,1,3.37,FALSE,D03,Level 1
303,Sales,Female,57,Analyst,03:05.6,5,Bachelor,5,6000,57,40,17,12,100,13,19,2,2.01,FALSE,D08,Level 1
304,Operations,Male,24,Consultant,03:05.6,8,Master,1,6050,51,43,5,11,25,18,94,0,1.21,FALSE,D09,Level 1
305,Engineering,Male,46,Analyst,03:05.6,3,Bachelor,1,4400,31,0,5,1,100,7,20,1,4.98,FALSE,D04,Level 1
306,Legal,Female,51,Developer,03:05.6,4,Bachelor,5,7500,51,11,21,14,50,7,77,1,3.65,FALSE,#N/A,Level 1
307,Engineering,Female,46,Technician,03:05.6,7,Bachelor,1,3850,40,23,17,14,25,18,26,1,2.97,TRUE,D04,Level 4
308,Sales,Female,58,Analyst,03:05.6,2,Master,1,4400,35,29,28,13,25,2,30,0,3.65,FALSE,D08,Level 1
309,Marketing,Female,24,Manager,03:05.6,8,Bachelor,2,7200,45,35,4,1,0,19,53,0,1.11,FALSE,D07,Level 4
310,Marketing,Female,35,Consultant,03:05.6,5,Bachelor,2,6600,55,19,1,9,100,14,76,2,2.32,FALSE,D07,Level 1
311,Finance,Female,46,Developer,03:05.6,1,Master,3,6500,49,15,5,9,100,16,84,2,3.45,FALSE,D02,Level 1
312,Customer Support,Male,34,Engineer,03:05.6,3,High School,3,7800,54,26,29,9,100,6,57,0,2.21,FALSE,D03,Level 1
313,Customer Support,Male,47,Consultant,03:05.6,5,Master,1,6050,35,0,26,12,50,9,90,0,4.23,FALSE,D03,Level 1
314,Engineering,Male,54,Analyst,03:05.6,0,High School,4,5600,41,11,1,0,25,1,84,0,1.18,TRUE,D04,Level 1
315,Sales,Female,43,Manager,03:05.6,3,High School,2,7200,51,5,25,2,0,2,57,2,1.42,TRUE,D08,Level 4
316,Sales,Male,42,Analyst,03:05.6,0,High School,4,5600,50,9,14,1,0,15,71,2,1.22,FALSE,D08,Level 1
317,Operations,Male,23,Consultant,03:05.6,5,Master,2,6600,44,29,6,12,100,5,28,2,2.09,FALSE,D09,Level 1
318,Finance,Female,27,Engineer,03:05.6,8,Bachelor,1,6600,60,36,13,9,75,19,66,0,2.49,FALSE,D02,Level 1
319,Sales,Female,22,Engineer,03:05.6,8,High School,3,7800,36,20,1,9,50,16,52,1,3.48,FALSE,D08,Level 1
320,Sales,Female,45,Engineer,03:05.6,7,Bachelor,3,7800,60,13,4,6,100,19,34,1,4.7,FALSE,D08,Level 1
321,Finance,Female,36,Specialist,03:05.6,3,High School,1,4950,34,5,26,2,100,16,41,1,3.53,FALSE,D02,Level 4
322,Engineering,Female,23,Consultant,03:05.6,8,Master,1,6050,41,7,0,12,75,18,37,1,4.67,FALSE,D04,Level 1
323,IT,Male,26,Manager,03:05.6,3,High School,5,9000,36,30,9,10,0,7,3,1,1.62,FALSE,D01,Level 4
324,Marketing,Female,34,Consultant,03:05.6,6,High School,1,6050,52,6,21,14,75,18,58,2,1.59,FALSE,D07,Level 1
325,Finance,Male,24,Analyst,03:05.6,6,High School,4,5600,39,15,15,10,75,16,87,1,2.74,FALSE,D02,Level 1
326,HR,Male,57,Developer,03:05.6,0,Bachelor,4,7000,30,24,9,9,100,5,74,2,3.21,FALSE,D05,Level 1
327,Finance,Female,46,Consultant,03:05.6,8,Bachelor,4,7700,57,21,11,8,25,18,65,2,3.89,FALSE,D02,Level 1
328,Finance,Female,22,Developer,03:05.6,4,High School,5,7500,52,8,19,2,25,7,42,0,4.75,FALSE,D02,Level 1
329,Legal,Other,53,Consultant,03:05.6,6,Bachelor,2,6600,59,15,21,10,100,5,42,1,1.93,FALSE,#N/A,Level 1
330,Operations,Female,27,Specialist,03:05.6,1,High School,4,6300,38,21,4,9,25,11,26,2,3.45,FALSE,D09,Level 4
331,Marketing,Other,34,Consultant,03:05.6,8,Bachelor,5,8250,58,25,11,7,25,12,4,0,3.33,FALSE,D07,Level 1
332,HR,Female,50,Technician,03:05.6,5,High School,4,4900,39,46,0,7,75,6,3,1,4.09,FALSE,D05,Level 4
333,Operations,Female,31,Engineer,03:05.6,2,High School,4,8400,34,46,1,9,100,11,68,1,3.28,FALSE,D09,Level 1
334,Operations,Male,38,Technician,03:05.6,8,PhD,2,4200,51,9,28,1,0,15,45,2,1.74,FALSE,D09,Level 4
335,Finance,Female,33,Consultant,03:05.6,1,High School,5,8250,51,2,4,1,75,15,86,1,2.71,FALSE,D02,Level 1
336,IT,Female,28,Consultant,03:05.6,2,Master,2,6600,50,26,6,8,75,12,83,2,2.63,FALSE,D01,Level 1
337,Customer Support,Male,35,Engineer,03:05.6,7,High School,1,6600,48,4,0,3,100,16,26,1,4.64,FALSE,D03,Level 1
338,Operations,Female,55,Developer,03:05.6,7,Master,1,5500,53,7,26,7,50,19,51,1,1.94,FALSE,D09,Level 1
339,Finance,Male,60,Specialist,03:05.6,0,Bachelor,3,5850,38,47,9,14,25,3,67,0,1.85,TRUE,D02,Level 4
340,Legal,Female,45,Specialist,03:05.6,7,Bachelor,4,6300,45,26,14,3,100,3,22,0,1.35,FALSE,#N/A,Level 4
341,Marketing,Male,43,Engineer,03:05.6,1,Master,1,6600,36,31,3,1,75,8,59,0,3.48,FALSE,D07,Level 1
342,Finance,Male,31,Manager,03:05.6,0,High School,2,7200,55,17,1,7,100,6,20,0,4.73,FALSE,D02,Level 4
343,Finance,Female,29,Manager,03:05.6,3,Master,5,9000,50,39,11,1,25,16,6,1,3.11,FALSE,D02,Level 4
344,Customer Support,Female,27,Analyst,03:05.6,3,Bachelor,3,5200,52,20,1,6,0,17,86,0,3.92,FALSE,D03,Level 1
345,Operations,Female,56,Developer,03:05.6,1,Bachelor,4,7000,36,15,16,13,25,19,36,0,2.15,TRUE,D09,Level 1
346,Operations,Female,58,Analyst,03:05.6,6,Bachelor,3,5200,46,15,19,10,75,1,73,0,2.72,FALSE,D09,Level 1
347,HR,Female,54,Analyst,03:05.6,5,Bachelor,3,5200,50,15,9,3,100,4,97,2,3.72,FALSE,D05,Level 1
348,HR,Male,48,Consultant,03:05.6,3,Master,3,7150,39,7,28,0,75,2,57,0,1.14,FALSE,D05,Level 1
349,Sales,Male,31,Technician,03:05.6,7,Bachelor,4,4900,56,19,15,0,0,15,81,1,2.53,FALSE,D08,Level 4
350,Engineering,Female,43,Manager,03:05.6,4,Bachelor,2,7200,59,41,17,13,75,3,9,0,2.02,FALSE,D04,Level 4
351,IT,Female,26,Developer,03:05.6,3,Bachelor,4,7000,55,44,23,3,50,6,89,2,3.08,FALSE,D01,Level 1
352,HR,Male,43,Engineer,03:05.6,5,Bachelor,1,6600,54,10,27,4,75,5,32,0,4.88,FALSE,D05,Level 1
353,Legal,Female,25,Specialist,03:05.6,2,Bachelor,3,5850,34,3,18,5,0,4,68,2,4.37,FALSE,#N/A,Level 4
354,Legal,Female,44,Analyst,03:05.6,1,Bachelor,2,4800,55,15,18,13,0,13,41,1,3.33,FALSE,#N/A,Level 1
355,Customer Support,Male,46,Technician,03:05.6,4,Bachelor,5,5250,50,18,15,9,0,5,11,1,4.78,FALSE,D03,Level 4
356,HR,Female,27,Developer,03:05.6,4,High School,1,5500,54,10,14,0,0,8,94,2,2.31,FALSE,D05,Level 1
357,Operations,Female,53,Specialist,03:05.6,2,High School,4,6300,34,6,23,6,100,8,63,2,2.89,TRUE,D09,Level 4
358,Sales,Female,32,Technician,03:05.6,2,Bachelor,5,5250,43,28,10,11,100,3,90,0,3.62,FALSE,D08,Level 4
359,Operations,Male,36,Technician,03:05.6,5,High School,3,4550,44,39,24,12,100,15,35,1,4.75,FALSE,D09,Level 4
360,Finance,Male,52,Consultant,03:05.6,1,High School,2,6600,38,12,7,13,50,15,10,2,3.55,FALSE,D02,Level 1
361,HR,Male,50,Engineer,03:05.6,1,High School,2,7200,54,42,26,12,25,6,42,1,3.92,FALSE,D05,Level 1
362,Sales,Female,38,Specialist,03:05.6,8,High School,4,6300,40,21,25,10,50,16,91,1,1.07,FALSE,D08,Level 4
363,IT,Female,30,Specialist,03:05.6,2,Master,5,6750,45,6,13,0,75,12,92,2,1.82,FALSE,D01,Level 4
364,Customer Support,Female,37,Engineer,03:05.6,0,High School,5,9000,47,2,8,8,25,9,37,1,2.64,TRUE,D03,Level 1
365,Legal,Male,40,Technician,03:05.6,2,High School,3,4550,32,3,24,2,75,7,98,1,3.42,TRUE,#N/A,Level 4
366,Marketing,Male,45,Manager,03:05.6,3,Bachelor,3,7800,48,39,18,9,0,18,0,2,3.26,FALSE,D07,Level 4
367,Marketing,Female,42,Technician,03:05.6,5,Bachelor,1,3850,42,10,23,5,25,4,28,2,1.03,FALSE,D07,Level 4
368,Marketing,Male,39,Manager,03:05.6,6,Master,4,8400,43,17,8,11,100,1,74,0,3.68,FALSE,D07,Level 4
369,Legal,Female,28,Engineer,03:05.6,8,Master,3,7800,58,11,15,6,100,7,54,0,4.31,FALSE,#N/A,Level 1
370,HR,Other,30,Manager,03:05.6,9,Master,4,8400,44,21,10,12,50,8,88,2,3.17,TRUE,D05,Level 4
371,Engineering,Male,32,Consultant,03:05.6,6,Bachelor,3,7150,34,14,2,2,0,9,80,0,2.96,FALSE,D04,Level 1
372,Customer Support,Male,50,Specialist,03:05.6,6,Bachelor,5,6750,47,49,12,1,0,3,27,1,2.69,FALSE,D03,Level 4
373,Customer Support,Female,27,Specialist,03:05.6,7,PhD,1,4950,57,19,3,7,25,3,0,0,4.99,FALSE,D03,Level 4
374,IT,Female,32,Manager,03:05.6,0,Bachelor,3,7800,49,17,25,13,100,16,7,1,1.29,TRUE,D01,Level 4
375,Operations,Female,37,Manager,03:05.6,9,High School,4,8400,43,18,16,10,50,5,11,0,2.38,FALSE,D09,Level 4
376,HR,Female,43,Analyst,03:05.6,8,Bachelor,1,4400,55,9,16,13,75,18,80,0,1.08,FALSE,D05,Level 1
377,Finance,Male,28,Manager,03:05.6,2,High School,2,7200,35,12,1,14,75,13,7,2,3.76,FALSE,D02,Level 4
378,Engineering,Female,33,Developer,03:05.6,9,Bachelor,4,7000,57,49,28,2,75,14,29,0,3.35,TRUE,D04,Level 1
379,Sales,Female,53,Engineer,03:05.6,5,High School,1,6600,33,25,14,13,0,4,40,0,4.22,FALSE,D08,Level 1
380,Customer Support,Female,44,Specialist,03:05.6,5,Bachelor,1,4950,41,14,10,5,75,9,87,2,2.49,FALSE,D03,Level 4
381,Operations,Female,26,Technician,03:05.6,9,High School,3,4550,33,40,25,1,0,14,43,2,3.79,FALSE,D09,Level 4
382,Customer Support,Male,42,Specialist,03:05.6,7,Master,1,4950,43,23,23,13,0,11,32,2,3.49,FALSE,D03,Level 4
383,Marketing,Male,36,Specialist,03:05.6,3,Master,3,5850,55,12,12,3,25,3,58,1,4.11,FALSE,D07,Level 4
384,Engineering,Female,34,Developer,03:05.6,2,High School,3,6500,33,8,20,10,100,8,88,1,3.15,FALSE,D04,Level 1
385,Sales,Female,52,Manager,03:05.6,4,High School,3,7800,39,28,17,14,50,19,61,1,2.42,FALSE,D08,Level 4
386,Operations,Male,31,Manager,03:05.6,5,High School,3,7800,42,11,23,4,25,11,31,1,4.62,FALSE,D09,Level 4
387,Sales,Male,26,Manager,03:05.6,8,High School,5,9000,32,37,11,14,50,9,64,1,2.21,FALSE,D08,Level 4
388,Operations,Female,43,Manager,03:05.6,0,PhD,2,7200,53,3,7,5,75,17,25,2,1.17,FALSE,D09,Level 4
389,Finance,Female,60,Technician,03:05.6,4,High School,4,4900,50,6,10,7,75,2,95,1,4.48,TRUE,D02,Level 4
390,IT,Female,23,Developer,03:05.6,8,High School,2,6000,44,36,14,9,50,7,89,2,2.82,FALSE,D01,Level 1
391,Engineering,Male,33,Manager,03:05.6,8,Bachelor,3,7800,32,11,20,4,50,12,76,2,3.72,FALSE,D04,Level 4
392,Finance,Male,25,Manager,03:05.6,3,High School,3,7800,43,33,11,3,25,2,85,0,1.65,FALSE,D02,Level 4
393,Finance,Male,35,Technician,03:05.6,7,Bachelor,3,4550,58,11,10,3,25,13,67,2,4.01,FALSE,D02,Level 4
394,Marketing,Female,31,Engineer,03:05.6,9,Master,4,8400,54,8,23,4,75,9,25,2,4.68,FALSE,D07,Level 1
395,IT,Female,34,Engineer,03:05.6,4,Bachelor,4,8400,35,2,5,0,0,17,19,2,3.15,TRUE,D01,Level 1
396,Customer Support,Female,39,Developer,03:05.6,9,High School,1,5500,58,4,20,11,25,3,97,1,2.44,FALSE,D03,Level 1
397,Finance,Male,35,Developer,03:05.6,3,High School,4,7000,40,33,25,12,0,9,96,1,2,FALSE,D02,Level 1
398,Legal,Male,41,Technician,03:05.6,6,Bachelor,4,4900,59,8,27,7,25,6,29,0,3.13,FALSE,#N/A,Level 4
399,Finance,Male,25,Technician,03:05.6,7,High School,1,3850,52,41,3,2,25,16,12,2,1.53,FALSE,D02,Level 4
400,HR,Other,31,Technician,03:05.6,0,Bachelor,2,4200,48,27,6,3,50,17,7,2,4.51,TRUE,D05,Level 4
401,Marketing,Female,54,Specialist,03:05.6,2,Bachelor,3,5850,42,5,21,12,100,13,74,0,4.81,FALSE,D07,Level 4
402,Finance,Female,58,Engineer,03:05.6,5,High School,2,7200,43,23,7,8,25,9,70,2,4.47,FALSE,D02,Level 1
403,HR,Male,39,Consultant,03:05.6,2,High School,4,7700,56,34,9,7,100,4,60,0,1.17,FALSE,D05,Level 1
404,IT,Male,25,Specialist,03:05.6,4,Bachelor,3,5850,45,1,1,3,25,18,40,1,1.56,FALSE,D01,Level 4
405,Customer Support,Female,27,Consultant,03:05.6,6,High School,5,8250,44,2,7,1,25,2,66,1,4.95,FALSE,D03,Level 1
406,Sales,Male,41,Engineer,03:05.6,5,Bachelor,3,7800,42,2,17,14,0,11,73,0,1.81,TRUE,D08,Level 1
407,HR,Male,40,Analyst,03:05.6,2,PhD,2,4800,42,30,10,5,50,16,24,2,3.01,FALSE,D05,Level 1
408,IT,Male,30,Developer,03:05.6,9,High School,3,6500,41,22,1,2,0,16,41,1,2.31,FALSE,D01,Level 1
409,IT,Male,52,Analyst,03:05.6,4,Bachelor,2,4800,55,47,28,12,25,15,51,1,4.39,FALSE,D01,Level 1
410,Engineering,Female,38,Specialist,03:05.6,0,PhD,2,5400,52,15,29,6,50,14,13,0,3.55,TRUE,D04,Level 4
411,Engineering,Male,50,Engineer,03:05.6,3,Bachelor,5,9000,44,16,19,6,0,6,88,2,2.34,FALSE,D04,Level 1
412,Marketing,Male,29,Technician,03:05.6,8,Bachelor,5,5250,59,29,16,8,75,5,18,1,3.98,FALSE,D07,Level 4
